NAME,AGE,TEAM_RANK,POSITION,MATCHES_PLAYED,STARTS,MINUTES,GOALS,ASSISTS,PENALTIES,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,xG,xA,OWN_GOALS,GOALS_CONCEDED,CLEAN_SHEETS,SAVES,POINTS,NEXT_SEASON_POINTS
ross barkley,27,3.0,"MF,FW",6,1,179,1,0,0,0,0,0,1.0,0.5,0,2,1,0,14,0
jordan henderson,31,2.0,MF,105,87,7791,6,15,0,0,9,0,4.5,10.5,0,66,45,0,330,152
ederson,27,1.0,GK,74,74,6660,0,0,0,0,6,0,0.0,0.0,0,52,40,120,310,152
hassane kamara,27,19.0,DF,57,54,4869,3,0,0,0,15,3,0.60000000000000009,1.7999999999999998,0,111,9,0,114,148
odsonne edouard,23,12.0,FW,56,36,3128,12,6,2,0,8,0,12.8,3.8,0,38,18,0,174,152
matt targett,25,12.5,DF,33,33,2871,1,1,0,0,3,0,0.8,3.5999999999999996,2,94,18,0,202,35
steven bergwijn,23,4.0,"FW,MF",25,4,565,3,1,0,0,1,0,2.5,0.9,0,6,3,0,55,0
mohamed elyounoussi,26,15.0,"MF,FW",30,23,2042,4,2,0,0,4,0,5.5,2.3,0,35,8,0,90,62
ezri konsa,23,14.0,DF,58,58,4954,4,0,0,0,12,4,3.2,0.6,0,86,16,0,156,148
boubakary soumare,22,8.0,MF,19,12,1102,0,1,0,0,0,0,0.4,0.4,0,27,2,0,36,41
adama traore,25,10.0,"FW,MF",60,30,3201,3,0,0,0,0,0,9.0,4.1999999999999993,0,30,15,0,132,66
kyle walker-peters,24,15.0,DF,128,116,10532,4,8,0,0,20,0,4.4,10.8,0,126,32,0,334,69
david de gea,30,6.0,GK,38,38,3420,0,0,0,0,0,0,0.0,0.0,0,57,8,127,132,161
martin ødegaard,22,5.0,"MF,FW",36,32,2785,7,4,0,0,4,0,4.8,6.3,0,39,11,0,131,212
bertrand traore,25,14.0,"MF,FW",27,3,660,0,0,0,0,0,0,0.89999999999999991,0.0,0,9,0,0,39,20
jadon sancho,21,6.0,"FW,MF",58,40,3800,6,6,0,0,0,0,7.2,8.2,0,56,12,0,182,148
stuart dallas,30,17.0,"DF,MF",34,34,2919,1,1,0,0,5,0,1.9,2.3,0,66,5,0,80,0
nuno tavares,21,5.0,DF,22,13,1176,1,1,0,0,2,0,1.9,1.1,,,,,,0
kalvin phillips,25,17.0,MF,80,72,6384,0,4,0,0,16,0,2.8,2.8,0,100,12,0,156,14
marcos alonso,30,3.0,DF,56,50,4334,8,8,0,0,16,0,5.6,9.0,0,44,18,0,256,0
emi buendia,24,14.0,"MF,FW",35,22,1899,4,6,0,0,1,0,3.4,5.8,,,,,,117
josh brownhill,25,18.0,MF,35,32,2955,2,3,0,0,10,0,1.4,2.6,0,45,7,0,92,0
jan bednarek,25,15.0,DF,31,30,2629,4,0,0,0,10,0,2.2,0.4,1,52,7,0,94,32
max kilman,24,10.0,DF,30,30,2687,1,0,0,0,3,0,1.1,0.2,0,25,10,0,106,109
andre gomes,28,16.0,MF,28,14,1238,0,2,0,0,6,0,1.4,0.4,,,,,,0
junior firpo,24,17.0,"DF,MF",24,19,1711,0,2,0,0,11,0,0.9,1.9,1,49,1,0,22,30
donny van de beek,24,11.0,MF,15,5,558,2,0,0,0,1,0,1.6,0.5,0,28,4,0,62,8
mohamed elneny,29,5.0,MF,14,8,806,0,2,0,0,1,0,0.2,0.4,,,,,,6
bruno guimaraes,23,11.0,MF,34,22,2068,10,2,0,0,8,0,6.2,2.2,0,26,8,0,134,107
shandon baptiste,23,13.0,MF,22,9,910,1,0,0,0,2,1,0.7,0.5,0,15,2,0,35,29
keinan davis,23,14.0,FW,1,0,12,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
joe gomez,24,2.0,DF,8,4,331,0,1,0,0,2,0,0.0,0.8,,,,,,68
dane scarlett,17,4.0,MF,1,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
emiliano martinez,28,14.0,GK,72,72,6480,0,0,0,0,8,0,0.0,0.0,0,96,22,190,258,135
allan,30,16.0,MF,168,150,13098,0,12,0,0,42,6,1.2,4.8,0,224,42,0,436,47
cristian romero,23,4.0,DF,22,21,1844,1,0,0,0,8,0,0.5,0.3,0,25,5,0,63,66
allan saint-maximin,24,11.0,"FW,MF",105,93,8412,15,15,0,0,18,0,15.600000000000001,12.899999999999999,0,162,27,0,348,148
joachim andersen,25,12.0,DF,34,32,2916,0,3,0,0,4,0,0.7,1.7,1,37,12,0,124,80
adam lallana,33,9.0,MF,48,36,3122,0,2,0,0,8,0,2.2,1.8,0,40,12,0,88,47
jorginho,29,3.0,MF,29,26,2273,6,2,6,1,5,0,5.8,2.7,,,,,,79
bernardo silva,26,1.0,"MF,FW",35,33,2857,8,4,0,0,6,0,6.7,6.5,,,,,,106
yerry mina,26,16.0,DF,13,11,846,0,0,0,0,3,0,0.3,0.0,0,10,2,0,24,33
kurt zouma,26,7.0,DF,24,24,2078,1,0,0,0,1,0,1.1,0.1,1,29,5,0,66,88
dwight mcneil,21,18.0,MF,38,35,3107,0,1,0,0,1,0,2.3,4.6,0,49,9,0,84,126
scott mctominay,24,6.0,MF,60,56,4774,2,2,0,0,18,0,2.8,3.0,0,74,16,0,136,36
dele alli,25,10.0,MF,21,9,995,1,0,1,0,4,0,1.7000000000000002,0.7,0,46,6,0,70,2
wout weghorst,28,18.0,FW,20,17,1450,2,3,0,0,3,0,4.8,1.5,0,20,6,0,55,24
joel veltman,29,9.0,DF,34,33,2874,1,1,0,0,6,0,0.7,1.6,0,39,8,0,95,95
timo werner,25,3.0,"FW,MF",21,15,1283,4,1,0,0,1,0,6.8,0.3,0,17,5,0,62,0
jack butland,28,12.0,GK,9,8,765,0,0,0,0,0,0,0.0,0.0,0,13,1,17,30,0
andrew omobamidele,19,20.0,DF,5,4,382,1,0,0,0,1,0,0.2,0.0,0,9,0,0,14,2
harvey elliott,18,2.0,MF,6,4,346,0,0,0,0,0,0,0.8,0.6,0,2,2,0,12,62
takumi minamino,26,2.0,"FW,MF",11,1,186,3,0,0,0,1,0,1.6,0.5,0,1,0,0,28,33
cesar azpilicueta,31,3.0,DF,54,48,4140,2,4,0,0,6,0,1.8,3.6,0,46,14,0,174,148
fraser forster,33,15.0,GK,57,57,5130,0,0,0,0,3,0,0.0,0.0,0,105,9,204,171,40
manuel lanzini,28,7.0,"MF,FW",30,19,1786,5,3,3,0,2,0,3.7,2.4,0,29,4,0,92,17
pedro neto,21,10.0,"FW,MF",26,10,932,2,2,0,0,6,0,3.0,2.0,,,,,,93
wilfried zaha,28,12.0,FW,33,31,2760,14,1,5,2,6,1,9.5,5.1,0,34,11,0,150,95
angelo ogbonna,33,7.0,DF,11,11,921,1,0,0,0,1,0,0.3,0.0,0,11,3,0,40,44
cristiano ronaldo,36,6.0,FW,30,27,2456,18,3,3,0,8,0,17.7,2.9,0,41,8,0,159,20
jamie shackleton,21,17.0,"DF,MF",14,7,709,0,0,0,0,4,0,0.2,0.0,0,14,1,0,19,0
ayoze perez,28,8.0,"MF,FW",14,6,445,2,3,0,0,0,1,1.6,1.6,0,15,1,0,35,19
maxwel cornet,24,18.0,"FW,MF",26,21,1766,9,1,0,1,2,0,6.7,1.7,0,24,5,0,104,14
miguel almiron,27,11.0,"MF,FW",30,19,1716,1,0,0,0,2,0,1.7,0.9,0,32,6,0,59,158
ainsley maitland-niles,23,5.0,MF,8,2,268,0,0,0,0,0,0,0.1,0.3,0,4,2,0,12,38
lucas digne,28,15.0,DF,29,29,2439,0,4,0,0,6,0,0.8,3.6,2,84,14,0,166,50
saman ghoddos,27,13.0,"MF,DF",34,8,1072,2,2,0,0,4,0,1.0,2.4,0,8,2,0,60,148
ben godfrey,23,16.0,DF,23,23,2029,0,0,0,0,6,0,1.4,0.8,0,39,4,0,45,18
ethan pinnock,28,13.0,DF,32,32,2694,1,1,0,0,1,0,1.2,1.2,0,43,7,0,90,112
albert sambi lokonga,21,5.0,MF,38,24,2268,0,0,0,0,10,0,1.2,2.0,0,22,14,0,64,148
sergi canos,24,13.0,"DF,FW",31,25,2083,3,2,0,0,8,1,3.0,1.7,1,36,8,0,81,5
raphinha,24,17.0,"FW,MF",35,34,2915,11,3,4,0,7,0,10.2,7.5,,,,,,0
pierre højbjerg,25,4.0,MF,36,36,3196,2,2,0,0,3,0,1.9,2.3,,,,,,120
joao moutinho,34,10.0,MF,35,34,2970,2,1,0,0,4,0,1.3,2.7,,,,,,56
lucas moura,28,4.0,"FW,MF",34,19,1775,2,6,0,0,4,0,2.7,5.0,,,,,,17
yan valery,22,15.0,DF,10,6,740,0,0,0,0,0,0,0.0,0.2,0,14,2,0,18,0
salomon rondon,31,16.0,FW,40,16,1580,2,2,0,0,6,2,3.6,1.4,0,32,4,0,60,148
gabriel magalhaes,23,5.0,DF,35,35,3063,5,0,0,0,8,1,3.2,0.7,0,38,13,0,146,146
harry winks,25,4.0,MF,19,9,912,0,1,0,0,2,0,0.1,1.5,0,15,1,0,33,0
vitaliy mykolenko,22,16.0,DF,13,12,1055,1,0,0,0,0,0,0.5,0.8,,,,,,75
oriol romeu,29,15.0,MF,36,34,2889,2,2,0,0,9,0,1.4,2.9,0,52,7,0,88,2
gabriel martinelli,20,5.0,"FW,MF",58,42,3720,12,12,2,0,6,2,14.6,8.6,,,,,,198
kai havertz,22,3.0,"FW,MF",29,22,1809,8,3,0,0,3,0,8.7,2.2,0,18,10,0,112,102
pablo fornals,25,7.0,"FW,MF",36,32,2795,6,3,0,0,4,0,4.6,6.3,0,38,8,0,117,71
finley stevens,18,13.0,DF,1,0,15,0,0,0,0,0,0,0.0,0.1,0,0,0,0,1,0
dejan kulusevski,21,4.0,"MF,FW",18,14,1261,5,8,0,0,3,0,2.7,3.4,0,11,9,0,99,96
hugo lloris,34,4.0,GK,38,38,3420,0,0,0,0,2,0,0.0,0.2,0,40,16,97,158,89
oliver skipp,20,4.0,MF,18,14,1350,0,0,0,0,6,0,0.2,0.7,0,13,8,0,34,43
n'golo kante,30,3.0,MF,26,21,1773,2,4,0,0,2,0,1.5,2.1,,,,,,18
ryan bertrand,31,8.0,DF,4,4,337,0,0,0,0,1,0,0.0,0.0,0,7,0,0,4,0
seamus coleman,32,16.0,DF,30,30,2656,1,0,0,0,4,0,1.2,0.8,1,50,7,0,79,63
danny welbeck,30,9.0,"FW,MF",25,15,1478,6,2,0,0,0,0,6.6,1.2,0,16,5,0,89,91
matt ritchie,31,11.0,DF,18,14,1337,0,2,0,0,5,0,0.7,2.0,0,37,0,0,20,7
ruben neves,24,10.0,MF,33,31,2661,4,2,0,0,9,0,1.1,3.1,,,,,,118
matt doherty,29,4.0,DF,15,9,875,2,4,0,0,0,0,2.5,2.0,0,11,3,0,67,35
jakub moder,22,9.0,MF,28,19,1701,0,3,0,0,1,0,2.6,2.2,0,23,5,0,58,0
eddie nketiah,22,5.0,FW,21,8,835,5,1,0,0,3,0,4.4,2.0,,,,,,63
ben chilwell,24,3.0,DF,7,6,542,3,1,0,0,0,0,0.9,0.8,,,,,,70
craig cathcart,32,19.0,DF,31,27,2396,0,1,0,0,3,0,0.2,1.2,0,55,3,0,50,1
freddie woodman,24,11.0,GK,8,8,720,0,0,0,0,0,0,0.0,0.0,0,24,0,20,18,62
martin dubravka,32,11.0,GK,26,26,2340,0,0,0,0,1,0,0.0,0.0,0,35,8,73,96,11
luke ayling,29,17.0,DF,26,26,2272,2,2,0,0,4,1,1.2,1.8,0,66,2,0,55,59
raheem sterling,26,1.0,FW,30,23,2128,13,5,2,1,1,0,14.0,5.5,0,17,13,0,163,101
chem campbell,18,10.0,MF,1,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,5
bryan gil,20,4.0,"FW,MF",18,0,188,0,0,0,0,0,0,0.2,0.2,0,2,0,0,18,9
toti gomes,22,10.0,DF,8,8,720,0,0,0,0,2,0,0.0,0.0,,,,,,43
vicente guaita,34,12.0,GK,30,30,2655,0,0,0,0,2,0,0.0,0.0,0,33,11,83,119,99
mads roerslev,22,13.0,DF,21,12,1240,1,1,0,0,1,0,0.4,0.6,0,27,1,0,41,48
asmir begovic,34,16.0,GK,3,3,270,0,0,0,0,0,0,0.0,0.0,,,,,,9
aaron wan-bissaka,23,6.0,DF,60,60,5379,0,0,0,0,6,0,0.89999999999999991,2.7,0,105,9,0,123,202
fabian schar,29,11.0,DF,25,25,2158,2,2,0,0,4,0,1.2,1.1,0,32,6,0,88,139
david raya,25,13.0,GK,24,24,2160,0,0,0,0,1,0,0.0,0.0,0,27,8,78,95,166
rob holding,25,5.0,DF,15,9,845,1,0,0,0,4,1,0.4,0.0,0,16,2,0,29,21
thiago silva,36,3.0,DF,64,56,5300,6,0,0,0,4,0,1.8,0.4,,,,,,80
thiago alcantara,30,2.0,MF,25,17,1534,1,4,0,0,2,0,1.9,2.3,0,7,11,0,69,30
rayan ait-nouri,20,10.0,"DF,MF",46,40,3656,2,4,0,0,8,0,1.2,3.2,,,,,,166
emil krafth,26,11.0,DF,20,18,1634,0,1,0,0,5,0,0.3,1.0,0,20,6,0,58,1
roberto firmino,29,2.0,FW,20,10,990,5,4,0,0,3,0,4.7,1.7,0,9,5,0,62,104
kelechi iheanacho,24,8.0,FW,26,13,1264,4,5,0,0,1,0,3.6,2.5,0,25,1,0,80,82
marc albrighton,31,8.0,"FW,DF",17,11,1132,1,2,0,0,3,0,0.5,2.0,0,24,2,0,40,13
jean-philippe gbamin,25,16.0,MF,3,1,67,0,0,0,0,0,0,0.0,0.0,0,2,0,0,3,0
christian benteke,30,12.0,FW,25,11,1145,4,1,0,0,3,0,4.9,1.3,0,20,4,0,58,0
kasey mcateer,19,8.0,FW,2,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0
japhet tanganga,22,4.0,DF,11,10,735,0,0,0,0,4,1,0.4,0.2,0,11,5,0,29,4
christian eriksen,29,13.0,MF,11,10,939,1,4,0,0,1,0,1.3,3.5,0,10,4,0,43,103
paul dummett,29,11.0,DF,3,2,198,0,0,0,0,2,0,0.0,0.0,0,1,1,0,7,0
kiernan dewsbury-hall,22,8.0,MF,56,46,4210,2,4,0,0,8,0,2.4,5.4,0,54,16,0,140,82
pierre-emerick aubameyang,32,5.0,FW,14,12,1037,4,1,0,2,3,0,5.9,1.0,0,16,6,0,44,25
granit xhaka,28,5.0,"MF,DF",27,27,2327,1,2,0,0,10,1,1.4,2.3,0,38,6,0,60,153
kostas tsimikas,25,2.0,DF,13,9,877,0,2,0,0,3,0,0.6,2.7,,,,,,48
wayne hennessey,34,18.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.2,0,6,0,8,4,8
leo fuhr hjelde,17,17.0,"MF,DF",2,0,150,0,0,0,0,0,0,0.0,0.0,0,5,0,0,2,0
chiquinho,21,10.0,"DF,FW",8,1,208,0,3,0,0,0,0,0.6,0.7,,,,,,0
daniel podence,25,10.0,"FW,MF",26,15,1484,2,3,0,0,2,0,2.0,3.9,,,,,,92
carney chukwuemeka,17,14.0,"MF,FW",12,2,301,0,1,0,0,0,0,0.6,1.0,0,6,0,0,16,18
will hughes,26,12.0,MF,16,13,1053,0,1,0,0,6,0,0.1,0.6,0,16,4,0,34,41
taylor richards,20,9.0,MF,6,0,75,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,13
phil foden,21,1.0,FW,28,24,2128,9,5,0,0,1,0,9.4,6.3,0,16,13,0,137,142
leander dendoncker,26,10.0,MF,30,21,1950,2,2,0,0,4,0,2.2,1.1,0,29,5,0,76,37
fabio silva,19,10.0,FW,22,6,572,0,0,0,0,0,0,1.8,0.2,0,7,0,0,30,0
trezeguet,26,14.0,FW,1,0,11,0,0,0,0,0,0,0.0,0.0,,,,,,159
jacob ramsey,20,14.0,MF,34,29,2467,6,1,0,0,6,0,4.0,1.9,0,35,12,0,109,135
charlie cresswell,18,17.0,DF,5,1,141,0,0,0,0,1,0,0.1,0.0,0,4,0,0,4,74
eberechi eze,23,12.0,"MF,FW",13,6,605,1,1,0,0,1,0,0.4,0.9,0,8,3,0,31,159
jairo riedewald,24,12.0,MF,3,1,118,0,0,0,0,0,0,0.0,0.1,0,5,0,0,4,6
aaron cresswell,31,7.0,DF,31,31,2726,2,3,0,0,3,0,1.1,3.2,0,38,7,0,115,74
armando broja,19,15.0,FW,32,21,1975,6,0,0,0,2,0,5.9,1.0,0,37,5,0,92,21
hakim ziyech,28,3.0,"MF,FW",23,14,1319,4,3,0,0,3,0,3.4,2.9,0,12,7,0,79,33
kenedy,25,3.0,DF,1,1,58,0,1,0,0,0,0,0.0,0.6,0,0,0,0,4,0
vitaly janelt,23,13.0,MF,31,27,2298,4,0,0,0,3,0,2.4,1.9,0,37,9,0,90,85
robin olsen,31,14.0,GK,1,1,90,0,0,0,0,0,0,0.0,0.0,0,3,0,2,1,10
conor coady,28,10.0,DF,38,38,3361,4,0,0,0,4,0,2.8,0.1,0,43,11,0,138,77
ismaila sarr,23,19.0,"FW,MF",66,63,5583,15,6,0,3,6,0,14.399999999999999,8.7,0,120,6,0,243,148
malang sarr,22,3.0,DF,24,18,1638,0,0,0,0,6,0,0.0,1.2000000000000002,0,21,12,0,90,148
jeff hendrick,29,11.0,MF,3,0,72,1,0,0,0,0,0,0.1,0.0,0,3,0,0,8,0
jonjo shelvey,29,11.0,MF,24,22,1983,2,1,0,0,7,1,0.9,1.0,0,30,6,0,63,16
bukayo saka,19,5.0,"FW,MF",76,72,5956,22,14,4,0,12,0,20.6,15.0,0,78,26,0,358,202
aaron ramsdale,23,5.0,GK,34,34,3060,0,0,0,0,1,0,0.0,0.0,0,39,12,90,135,143
steven alzate,22,9.0,MF,9,5,404,0,0,0,0,0,0,0.1,0.2,0,7,0,0,13,0
marc cucurella,23,9.0,DF,35,35,3089,1,1,0,0,6,0,0.7,2.7,0,39,11,0,126,65
joao cancelo,27,1.0,DF,36,36,3227,1,7,0,0,7,0,4.0,5.4,,,,,,73
moussa djenepo,23,15.0,MF,24,10,914,0,0,0,0,6,0,3.0,0.6,0,20,2,0,26,148
ibrahima konate,22,2.0,DF,11,11,990,0,0,0,0,2,0,0.2,0.0,0,10,4,0,33,49
joe gelhardt,19,17.0,"FW,MF",20,5,746,2,2,0,0,4,0,3.0,1.6,0,25,1,0,43,20
tomas soucek,26,7.0,MF,35,34,3062,5,1,0,0,3,0,5.5,2.2,0,46,6,0,114,100
łukasz fabianski,36,7.0,GK,37,37,3330,0,0,0,0,2,0,0.0,0.0,,,,,,127
jean-philippe mateta,24,12.0,FW,22,13,1145,5,1,0,0,2,0,5.8,1.3,0,14,5,0,61,41
jordan pickford,27,16.0,GK,35,35,3150,0,0,0,0,2,0,0.0,0.1,0,58,7,117,116,124
ruben dias,24,1.0,DF,29,27,2402,2,4,0,0,5,0,2.7,3.2,,,,,,80
kyle walker,31,1.0,DF,40,40,3510,0,4,0,0,2,0,0.6,2.6,0,63,16,0,167,69
karl darlow,30,11.0,GK,8,8,720,0,0,0,0,1,0,0.0,0.0,0,15,0,24,20,0
romain perraud,23,15.0,DF,20,18,1623,0,1,0,0,3,0,0.5,0.7,0,33,3,0,38,71
ricardo pereira,27,8.0,DF,14,13,991,1,3,0,0,3,0,0.7,1.3,,,,,,20
nikola vlasic,23,7.0,"FW,MF",19,6,560,1,0,0,0,0,0,1.3,0.6,0,10,1,0,30,0
javier manquillo,27,11.0,DF,19,15,1257,1,2,0,0,5,0,0.3,0.3,0,27,1,0,38,4
luke thomas,20,8.0,DF,22,21,1912,0,1,0,0,2,0,0.1,1.3,0,35,5,0,50,28
kasper schmeichel,34,8.0,GK,37,37,3330,0,0,0,0,2,0,0.0,0.0,0,58,7,131,131,0
ryan fraser,27,11.0,"FW,MF",54,36,2930,4,6,0,0,6,0,5.4,4.2,0,46,10,0,156,11
leandro trossard,26,9.0,"FW,MF",68,64,5610,16,6,2,0,4,0,13.4,9.6,0,66,22,0,282,154
joelinton,24,11.0,"MF,FW",35,30,2558,4,1,0,0,8,0,3.3,1.9,0,46,7,0,83,115
harry maguire,28,6.0,DF,30,28,2515,1,0,0,0,9,1,1.9,0.1,1,43,7,0,69,39
alex iwobi,25,16.0,"MF,DF",28,22,2035,2,2,0,0,1,0,2.3,2.6,0,38,6,0,78,126
anthony elanga,19,6.0,FW,42,28,2428,4,4,0,0,0,0,5.2,4.8,0,34,8,0,118,61
nathan redmond,27,15.0,"MF,FW",27,20,1833,1,5,0,0,0,0,1.7,3.9,0,33,4,0,79,1
raul jimenez,30,10.0,FW,34,30,2631,6,4,1,0,9,2,6.1,3.1,0,32,11,0,101,29
christian nørgaard,27,13.0,MF,35,35,3054,3,4,0,0,8,0,3.8,3.3,0,51,8,0,101,71
federico fernandez,32,11.0,DF,7,5,523,0,0,0,0,0,0,0.4,0.3,0,12,0,0,11,0
theo walcott,32,15.0,"MF,FW",9,5,379,0,0,0,0,0,0,0.6,0.0,0,8,0,0,12,49
alvaro fernandez,23,13.0,GK,24,24,2160,0,0,0,0,0,0,0.0,0.0,1,24,1,49,31,0
luka milivojevic,30,12.0,MF,15,9,774,0,0,0,0,1,0,0.3,0.7,1,16,1,0,19,23
willy boly,30,10.0,DF,10,10,900,0,0,0,0,1,0,0.2,0.1,0,20,1,0,17,37
cole palmer,19,1.0,"FW,MF",4,1,123,0,0,0,0,0,0,0.4,0.2,0,0,1,0,9,19
jeremy sarmiento,19,9.0,"FW,MF",10,2,96,0,0,0,0,0,0,0.0,0.0,0,4,0,0,10,148
jarrod bowen,24,7.0,FW,36,34,2983,12,10,0,0,6,0,11.9,6.1,0,46,8,0,206,145
bernd leno,29,5.0,GK,4,4,360,0,0,0,0,0,0,0.0,0.0,0,9,1,10,10,142
philippe coutinho,29,14.0,"MF,FW",19,16,1329,5,3,0,0,0,0,3.8,2.9,0,17,7,0,83,32
william smallbone,21,15.0,"MF,FW",4,2,133,0,0,0,0,0,0,0.1,0.0,0,5,0,0,5,0
illan meslier,21,17.0,GK,38,38,3384,0,0,0,0,2,0,0.0,0.0,0,79,5,143,106,90
douglas luiz,23,14.0,MF,34,31,2715,2,3,0,0,7,0,2.0,2.5,0,38,10,0,89,142
jannik vestergaard,28,8.0,DF,10,6,567,0,0,0,0,2,0,0.1,0.0,0,16,1,0,11,0
jamaal lascelles,27,11.0,DF,26,22,2058,1,0,0,0,5,0,0.9,0.4,2,44,3,0,47,3
solly march,27,9.0,"DF,FW",31,17,1746,0,2,0,0,1,0,1.2,2.3,,,,,,147
adam forshaw,29,17.0,MF,44,34,3060,0,2,0,0,10,0,1.0,2.0,0,82,4,0,76,124
declan rice,22,7.0,MF,36,35,3179,1,4,0,0,8,0,1.1,1.7,0,49,8,0,95,116
eric dier,27,4.0,DF,35,35,3071,0,0,0,0,1,0,1.2,1.1,1,30,16,0,132,96
luke cundle,19,10.0,MF,4,2,180,0,0,0,0,0,0,0.0,0.2,0,1,1,0,7,0
trent alexander-arnold,22,2.0,DF,32,32,2853,2,12,0,0,2,0,2.4,12.0,0,22,18,0,208,156
andros townsend,30,16.0,"MF,FW",21,17,1455,3,2,1,0,3,0,2.2,3.1,0,30,3,0,66,0
isaac price,17,16.0,MF,3,0,42,0,0,0,0,0,0,0.30000000000000004,0.0,0,3,0,0,3,148
fabinho,27,2.0,MF,29,26,2314,5,1,2,0,7,0,3.9,1.3,,,,,,70
issa diop,24,7.0,DF,26,20,1926,0,2,0,0,0,0,0.2,0.8,0,38,4,0,60,148
luke shaw,26,6.0,DF,20,19,1601,0,3,0,0,8,0,0.1,3.6,0,24,3,0,46,124
kepa arrizabalaga,26,3.0,GK,4,4,360,0,0,0,0,0,0,0.0,0.0,0,2,2,11,19,118
willy caballero,39,15.0,GK,2,2,180,0,0,0,0,1,0,0.0,0.0,0,5,0,6,2,0
nathan collins,20,18.0,DF,19,18,1670,2,0,0,0,2,1,1.5,1.5,0,26,5,0,55,49
diogo jota,24,2.0,FW,35,27,2364,15,4,0,0,3,0,16.3,5.8,0,19,14,0,175,80
crysencio summerville,19,17.0,"MF,FW",6,0,130,0,0,0,0,0,0,0.2,0.0,0,1,0,0,6,74
ibrahima diallo,22,15.0,MF,23,10,1023,0,2,0,0,1,0,0.4,1.0,0,21,1,0,44,19
mateo kovacic,27,3.0,MF,25,16,1558,2,5,0,0,4,0,1.6,3.2,0,11,8,0,76,53
billy gilmour,20,20.0,MF,24,21,1855,0,1,0,0,2,0,0.9,1.4,0,52,2,0,49,21
jack stephens,27,15.0,DF,11,9,811,0,0,0,0,3,0,0.0,0.3,0,19,1,0,12,35
charlie goode,25,13.0,DF,6,4,450,0,0,0,0,3,0,0.1,1.0,0,6,1,0,10,0
marcus forss,22,13.0,"FW,MF",7,1,209,0,1,0,0,0,0,0.3,0.2,0,4,0,0,11,0
dale stephens,32,18.0,MF,3,1,124,0,0,0,0,1,0,0.0,0.0,0,0,1,0,4,35
tim iroegbunam,18,14.0,MF,3,1,92,0,0,0,0,1,0,0.1,0.0,0,0,1,0,4,0
pascal groß,30,9.0,"MF,DF",29,24,2038,2,4,0,1,1,0,2.9,5.5,0,24,8,0,88,159
jonny castro,27,10.0,DF,13,10,1024,2,0,0,0,1,0,1.0,1.3,,,,,,45
michael keane,28,16.0,DF,32,31,2792,3,2,0,0,4,1,1.2,1.6,2,54,8,0,102,39
ashley young,36,14.0,"DF,FW",24,10,1250,0,2,0,0,2,0,0.4,1.0,1,19,4,0,50,87
jonny evans,33,8.0,DF,36,32,2696,2,2,0,0,6,0,1.2,1.6,0,46,4,0,78,45
jamie vardy,34,8.0,FW,25,20,1806,15,2,0,0,2,0,10.8,1.4,1,27,4,0,133,82
nathan young-coombes,18,13.0,MF,1,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,87
dominic calvert-lewin,24,16.0,FW,17,15,1283,5,2,2,1,2,0,6.5,1.6,0,31,3,0,64,40
kevin de bruyne,30,1.0,MF,30,25,2201,15,8,0,0,2,0,5.7,10.4,0,22,13,0,196,183
ollie watkins,25,14.0,FW,35,33,2952,11,2,1,0,7,0,11.6,3.4,0,48,10,0,131,175
enock mwepu,23,9.0,MF,18,12,996,2,4,0,0,2,0,2.1,1.6,0,13,3,0,58,11
andreas christensen,25,3.0,DF,19,17,1496,0,0,0,0,2,0,0.6,0.2,0,11,9,0,69,123
josh sargent,21,20.0,"FW,MF",26,18,1572,2,1,0,0,1,0,2.5,0.9,,,,,,148
alejandro garnacho,17,6.0,"FW,MF",2,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,39
romain saiss,31,10.0,DF,31,31,2705,2,0,0,0,6,0,2.7,0.3,0,30,11,0,109,148
sadio mane,29,2.0,FW,68,64,5638,32,4,0,0,10,0,34.4,10.4,0,48,34,0,366,148
saul niguez,26,3.0,"DF,MF",10,5,480,0,0,0,0,1,0,0.3,0.5,0,6,1,0,16,148
samir santos,26,19.0,DF,19,19,1673,0,0,0,0,4,0,0.5,0.1,,,,,,148
sam byram,27,20.0,DF,15,11,1027,0,0,0,0,3,0,0.6,0.2,0,27,2,0,20,148
said benrahma,25,7.0,"FW,MF",64,52,4336,16,12,0,0,0,0,9.6,7.4,0,54,18,0,276,148
jose sa,28,10.0,GK,37,37,3285,0,1,0,0,3,0,0.0,0.9,,,,,,148
isaac hayden,26,11.0,"MF,DF",14,12,1002,1,0,0,0,5,0,0.4,0.0,0,25,0,0,28,148
yoane wissa,24,13.0,FW,60,24,2568,14,2,0,0,0,0,6.2,1.8,0,44,6,0,184,148
jesurun rak sakyi,18,12.0,"FW,MF",2,1,80,0,0,0,0,0,0,0.0,0.0,,,,,,148
cody drameh,19,17.0,"DF,MF",3,1,128,0,0,0,0,1,0,0.0,0.0,0,6,0,0,0,1
